	V1	meanHet	SE_het	NAs	population	group	knnImputed	binomImputed	binomPopulation
696	ST_13_22_HFGGJBBXY	0.2127771911298838	0.008274541266211966	300.0	ST_13	ST	0.20966271649954427	0.2506837	0.3204193
697	ST_13_23_HFGGJBBXY	0.19326339039204854	0.010490078375487653	383.0	ST_13	ST	0.19781221513217861	0.2497721	0.15952598
698	ST_13_24_HFGGJBBXY	0.21952479338842978	0.00819560423900897	258.0	ST_13	ST	0.2169553327256153	0.2502279	0.19371012
699	ST_13_25_HFGGJBBXY	0.20730337078651684	0.010277048044385112	414.0	ST_13	ST	0.2128532360984503	0.26253417	0.16818596
700	ST_13_26_HFGGJBBXY	0.23162583518930957	0.009850089986569865	398.0	ST_13	ST	0.22515952597994526	0.27985415	0.18960802
701	ST_36_27_HFGGJBBXY	0.2601865488463426	0.010898988436171006	157.0	ST_36	ST	0.2547857793983591	0.27985415	0.3131267
702	ST_36_28_HFGGJBBXY	0.23910840932117527	0.009201666168370459	220.0	ST_36	ST	0.23518687329079302	0.2575205	0.31540564
703	ST_36_29_HFGGJBBXY	0.24363992172211346	0.010231826956925708	150.0	ST_36	ST	0.24156791248860532	0.25706473	0.22698268
704	ST_36_30_HFGGJBBXY	0.20269541778975741	0.008764194466593883	339.0	ST_36	ST	0.20373746581586138	0.24247949	0.32588878
705	ST_36_31_HFGGJBBXY	0.22704507512520866	0.008941998358111224	397.0	ST_36	ST	0.223792160437557	0.269371	0.36690974
706	ST_36_33_HFGGJBBXY	0.23793859649122806	0.010025442978311004	370.0	ST_36	ST	0.23154056517775756	0.27894258	0.19781221
707	ST_36_34_HFGGJBBXY	0.22077922077922074	0.0101758459114568	500.0	ST_36	ST	0.2123974475843209	0.27711943	0.1704649
708	ST_36_35_HFGGJBBXY	0.2467980295566502	0.009573479922816236	164.0	ST_36	ST	0.2479489516864175	0.26435733	0.22835004
709	ST_36_36_HFGGJBBXY	0.21624588364434683	0.009084663837775111	372.0	ST_36	ST	0.22014585232452144	0.25934365	0.349134
710	ST_36_37_HFGGJBBXY	0.21755123489227535	0.009534810135434304	291.0	ST_36	ST	0.21649954421148587	0.25113946	0.3213309
711	ST_36_39_HFGGJBBXY	0.2302564102564103	0.00909673514892985	244.0	ST_36	ST	0.23154056517775756	0.25341842	0.20464905
712	ST_40_41_HFGGJBBXY	0.24247400109469075	0.010448819743300664	367.0	ST_40	ST	0.23837739288969917	0.2807657	0.20191431
713	ST_43_42_HFGGJBBXY	0.2022714981070849	0.00817968390198777	345.0	ST_43	ST	0.20328167730173197	0.24658158	0.1704649
714	ST_44_44_HFGGJBBXY	0.2050087361677344	0.010241277256234487	477.0	ST_44	ST	0.20875113947128532	0.25706473	0.16043755
715	ST_45_45_HFGGJBBXY	0.1952074810052601	0.011193269096547432	483.0	ST_45	ST	0.2019143117593437	0.24931632	0.15223336
716	ST_46_50_HFGGJBBXY	0.2154006243496358	0.009692962962210318	272.0	ST_46	ST	0.21422060164083867	0.2502279	0.31267092
717	ST_46_51_HFGGJBBXY	0.2085620197585072	0.008953095769446164	372.0	ST_46	ST	0.2082953509571559	0.25432998	0.17319964
718	ST_46_52_HFGGJBBXY	0.22169312169312172	0.009107470802201055	304.0	ST_46	ST	0.22105742935278028	0.26435733	0.19097538
719	ST_46_54_HFGGJBBXY	0.29427359490986216	0.012137832731529085	308.0	ST_46	ST	0.2835004557885141	0.3181404	0.25296262
720	ST_46_55_HFGGJBBXY	0.35848101265822785	0.009622035806454928	219.0	ST_46	ST	0.3445761166818596	0.37192342	0.42251596
721	ST_46_56_HFGGJBBXY	0.19499105545617168	0.008842210439801983	517.0	ST_46	ST	0.19872379216043756	0.26298997	0.14904284
722	ST_46_57_HFGGJBBXY	0.279134295227525	0.010566693601037146	392.0	ST_46	ST	0.2693710118505014	0.3181404	0.22926162
723	ST_46_58_HFGGJBBXY	0.28914285714285715	0.009819948877180965	444.0	ST_46	ST	0.27529626253418416	0.33637193	0.23062898
724	ST_47_59_HFGGJBBXY	0.2527940393826503	0.01047463132911342	315.0	ST_47	ST	0.2479489516864175	0.28623518	0.21649954
725	ST_47_60_HFGGJBBXY	0.22951772225450318	0.009623158767204064	473.0	ST_47	ST	0.2301731996353692	0.29079306	0.39562443
726	ST_47_61_HFGGJBBXY	0.22043628013777272	0.010272276706768568	452.0	ST_47	ST	0.21832269826800366	0.27073836	0.1750228
727	ST_47_62_HFGGJBBXY	0.19967355821545163	0.009290293526011524	356.0	ST_47	ST	0.20464904284412033	0.24931632	0.3295351
728	ST_49_63_HFGGJBBXY	0.2286166842661035	0.010486553896203184	300.0	ST_49	ST	0.23290793072014582	0.27210575	0.33409297
729	ST_49_64_HFGGJBBXY	0.2309257375381485	0.00923180906642266	228.0	ST_49	ST	0.22652689152233363	0.25979945	0.20692798
730	ST_50_65_HFGGJBBXY	0.2186070157600407	0.010220575913928017	227.0	ST_50	ST	0.21422060164083867	0.24886052	0.19598906
731	ST_51_67_HFGGJBBXY	0.23026673924877517	0.009481892415359116	357.0	ST_51	ST	0.23290793072014582	0.27438468	0.19279854
732	ST_51_68_HFGGJBBXY	0.20991735537190082	0.009462524019941758	379.0	ST_51	ST	0.2082953509571559	0.25205106	0.34639928
733	ST_52_69_HFGGJBBXY	0.22290640394088668	0.010513551144924497	570.0	ST_52	ST	0.22196900638103922	0.2985415	0.16499545
734	ST_52_70_HCJFVBBXY	0.22534435261707986	0.010413455617376473	379.0	ST_52	ST	0.22196900638103922	0.27210575	0.1864175
735	ST_52_71_HCJFVBBXY	0.22773279352226716	0.009944339628070743	218.0	ST_52	ST	0.22652689152233363	0.25569737	0.20510483
736	ST_52_72_HCJFVBBXY	0.21289954337899542	0.009587521943140413	442.0	ST_52	ST	0.21422060164083867	0.25706473	0.17000912
737	ST_52_73_HCJFVBBXY	0.2719216417910447	0.009808601911657826	50.0	ST_52	ST	0.2693710118505014	0.27666363	0.28851414
738	ST_52_75_HCJFVBBXY	0.24711779448621551	0.009833499956459924	199.0	ST_52	ST	0.24293527803099357	0.27073836	0.31540564
739	ST_52_76_HCJFVBBXY	0.25119617224880386	0.01020920539681368	104.0	ST_52	ST	0.2497721057429353	0.25979945	0.23928897
740	ST_53_77_HCJFVBBXY	0.22126745435016115	0.009328703291444747	332.0	ST_53	ST	0.21877848678213307	0.2661805	0.33910665
741	ST_53_80_HCLKFBBXY	0.26170411985018727	0.008453385055767641	58.0	ST_53	ST	0.26162260711030083	0.26709208	0.25478578
742	ST_53_81_HCLKFBBXY	0.24975938402309916	0.00833937433021753	116.0	ST_53	ST	0.2474931631722881	0.25979945	0.2894257
743	ST_53_82_HCLKFBBXY	0.18500539374325786	0.00908088801507104	340.0	ST_53	ST	0.18687329079307202	0.22698268	0.31130356
744	ST_53_83_HCLKFBBXY	0.2295597484276729	0.009932516885215575	286.0	ST_53	ST	0.22652689152233363	0.2588879	0.19963537
745	ST_53_84_HCLKFBBXY	0.23730517848164911	0.01099248893813615	205.0	ST_53	ST	0.23108477666362803	0.2620784	0.21513218
746	ST_53_85_HCLKFBBXY	0.23838383838383836	0.009673149082866445	214.0	ST_53	ST	0.23336371923427535	0.26800364	0.21513218
747	ST_53_87_HCLKFBBXY	0.2475538160469667	0.00978410411328165	150.0	ST_53	ST	0.24384685505925252	0.26709208	0.23062898
748	ST_53_88_HCLKFBBXY	0.2474949899799599	0.00905929343905664	198.0	ST_53	ST	0.24247948951686416	0.2784868	0.22515953
749	ST_53_89_HCLKFBBXY	0.2474385245901639	0.00841933217891565	242.0	ST_53	ST	0.24658158614402914	0.278031	0.22014585
750	ST_53_90_HFGGJBBXY	0.23893805309734517	0.009452539744586671	160.0	ST_53	ST	0.23609845031905197	0.25615314	0.29443938
751	ST_53_91_HFGGJBBXY	0.2350684931506849	0.00952393598544986	369.0	ST_53	ST	0.227894257064722	0.27985415	0.19553328
752	ST_53_92_HFGGJBBXY	0.22177419354838712	0.009364607189918332	458.0	ST_53	ST	0.22424794895168643	0.27119416	0.17547858
753	ST_53_94_HFGGJBBXY	0.21769436997319036	0.009149480295366838	329.0	ST_53	ST	0.2151321786690975	0.2611668	0.33500457
754	ST_53_96_HFGGJBBXY	0.23706896551724133	0.009944995206939517	106.0	ST_53	ST	0.23655423883318139	0.24886052	0.2739289
755	ST_54_97_HFGGJBBXY	0.24753502854177478	0.010226876772902505	267.0	ST_54	ST	0.24247948951686416	0.2784868	0.21741112
756	ST_54_98_HFGGJBBXY	0.23684210526315785	0.01056715658241436	218.0	ST_54	ST	0.23062898814949861	0.26298997	0.31267092
757	ST_54_99_HFGGJBBXY	0.1992790937178167	0.009128189510974497	252.0	ST_54	ST	0.20145852324521418	0.22698268	0.29124886
758	ST_57_100_HFGGJBBXY	0.24963924963924966	0.00996554949883414	115.0	ST_57	ST	0.24475843208751136	0.2620784	0.23655424
759	VA_00_103_HFNFVBBXY	0.23153483499214245	0.009397382744630551	285.0	VA_00	VA	0.23154056517775756	0.26071104	0.33135825
760	VA_00_104_HFNFVBBXY	0.2589755864049784	0.009104918954850888	105.0	VA_00	VA	0.2543299908842297	0.2698268	0.24658158
761	VA_00_19_HFNFVBBXY	0.27268453220498357	0.009588067058451293	67.0	VA_00	VA	0.26663628076572465	0.28304467	0.29489517
762	VA_00_67_HFNFVBBXY	0.24891251812469795	0.007818676089601953	125.0	VA_00	VA	0.24475843208751136	0.26071104	0.29170465
763	VA_00_88_HFNFVBBXY	0.2510578279266573	0.009087052015981594	67.0	VA_00	VA	0.24886052871467634	0.25569737	0.2739289
764	VA_00_89_HFNFVBBXY	0.25131641933939686	0.008273984140940657	105.0	VA_00	VA	0.24658158614402914	0.2661805	0.28714678
765	VA_00_97_HFNFVBBXY	0.27893738140417457	0.009763975670435274	86.0	VA_00	VA	0.2743846855059252	0.28669098	0.30720145
766	VA_01_1_HFNFVBBXY	0.24108053007135577	0.009489859219788212	232.0	VA_01	VA	0.23655423883318139	0.26572472	0.21558797
767	VA_01_22_HFNFVBBXY	0.26573088092933206	0.010033278277733919	128.0	VA_01	VA	0.2629899726526892	0.2807657	0.2502279
768	VA_01_25_HFNFVBBXY	0.26632221700328795	0.00949970609685392	65.0	VA_01	VA	0.2652689152233364	0.27620783	0.2584321
769	VA_01_30_HFNFVBBXY	0.3358384217942696	0.009440635429356924	65.0	VA_01	VA	0.33044667274384687	0.34366453	0.32588878
770	VA_01_39_HFNFVBBXY	0.26762589928057556	0.008872514634491842	109.0	VA_01	VA	0.2629899726526892	0.27666363	0.30401093
771	VA_01_47_HFNFVBBXY	0.270032422417786	0.01106800574145285	35.0	VA_01	VA	0.2657247037374658	0.27620783	0.2816773
772	VA_01_58_HFNFVBBXY	0.26779492284718764	0.009979204595462228	185.0	VA_01	VA	0.25934366453965363	0.2821331	0.3295351
773	VA_01_75_HFNFVBBXY	0.29803186504217427	0.009127186585028736	60.0	VA_01	VA	0.2958067456700091	0.30720145	0.3172288
774	VA_01_C19vgl6123_HFNFVBBXY	0.2554426705370102	0.008038504092939394	127.0	VA_01	VA	0.24886052871467634	0.27119416	0.2985415
775	VA_01_L100_HFNFVBBXY	0.27170731707317075	0.010433524227580072	144.0	VA_01	VA	0.2698268003646308	0.28395623	0.31950775
776	VA_01_L94_HFNFVBBXY	0.2628765792031098	0.01045675357168661	136.0	VA_01	VA	0.2588878760255242	0.278031	0.24658158
777	VA_02_1003_HFNFVBBXY	0.2544378698224852	0.009442418063596851	166.0	VA_02	VA	0.25296262534184144	0.26754785	0.23518687
778	VA_02_1004_HFNFVBBXY	0.22352941176470587	0.009080263504859434	239.0	VA_02	VA	0.2256153144940748	0.25524157	0.30811304
779	VA_02_1006_HFNFVBBXY	0.27108433734939763	0.009416366319929178	202.0	VA_02	VA	0.26891522333637197	0.28441203	0.2461258
780	VA_02_1014_HFNFVBBXY	0.2258392675483215	0.008902772275241652	228.0	VA_02	VA	0.22743846855059258	0.25478578	0.30628988
781	VA_02_1022_HFNFVBBXY	0.2639593908629442	0.010350387425519376	27.0	VA_02	VA	0.26253418413855967	0.26435733	0.27301732
782	VA_02_1024_HFNFVBBXY	0.2678401522359658	0.010085061082243444	92.0	VA_02	VA	0.26435733819507745	0.27438468	0.2985415
783	VA_02_1026_HFNFVBBXY	0.308830328247804	0.010627911200181478	31.0	VA_02	VA	0.30583409298085684	0.3099362	0.30446672
784	VA_02_1032_HFNFVBBXY	0.26866381359961955	0.009671103309263566	91.0	VA_02	VA	0.2652689152233364	0.27620783	0.29899725
785	VA_02_1035_HFNFVBBXY	0.25023342670401494	0.009537107903176027	52.0	VA_02	VA	0.24840474020054693	0.25478578	0.26800364
786	VA_02_1039_HFNFVBBXY	0.2831608654750706	0.009777412190391067	68.0	VA_02	VA	0.2807657247037375	0.29124886	0.30537832
787	VA_06_10_HFNFVBBXY	0.3042671614100185	0.01000753088104506	38.0	VA_06	VA	0.3003646308113036	0.30583408	0.31631723
788	VA_06_11_HFNFVBBXY	0.2795146990200653	0.009266759667724039	51.0	VA_06	VA	0.27757520510483136	0.28486782	0.29626253
789	VA_06_12_HFNFVBBXY	0.28345724907063197	0.010090917978099218	42.0	VA_06	VA	0.28167730173199634	0.28851414	0.29717413
790	VA_06_13_HFNFVBBXY	0.2362804878048781	0.010599467556303525	226.0	VA_06	VA	0.22926162260711025	0.26390156	0.31494987
791	VA_06_15_HFNFVBBXY	0.24673439767779393	0.009805713806945986	127.0	VA_06	VA	0.24612579762989972	0.26253417	0.23245214
792	VA_06_16_HFNFVBBXY	0.28923660502607873	0.009044471420409112	85.0	VA_06	VA	0.2871467639015497	0.29899725	0.31677303
793	VA_06_17_HFNFVBBXY	0.2559633027522936	0.00943885783269997	14.0	VA_06	VA	0.25524156791248864	0.2579763	0.26071104
794	VA_06_18_HFNFVBBXY	0.3118081180811808	0.01009443091138025	26.0	VA_06	VA	0.30993618960802183	0.31494987	0.30811304
795	VA_06_19_HFNFVBBXY	0.2544268406337372	0.008324968936354147	48.0	VA_06	VA	0.2547857793983591	0.25979945	0.24886052
796	VA_06_20_HFGGJBBXY	0.3086816720257235	0.008428960552324812	17.0	VA_06	VA	0.3072014585232452	0.31130356	0.31403828
797	VA_06_21_HFGGJBBXY	0.2722586691658857	0.009772432485278069	60.0	VA_06	VA	0.2693710118505014	0.27575204	0.29216045
798	VA_06_22_HFNFVBBXY	0.2569316081330869	0.009547637514594733	30.0	VA_06	VA	0.2547857793983591	0.26071104	0.26709208
799	VA_06_25_HFNFVBBXY	0.26267702147099137	0.010287793175320947	5.0	VA_06	VA	0.26207839562443025	0.26344576	0.26435733
800	VA_06_26_HFNFVBBXY	0.32071988924780803	0.009861371640198636	27.0	VA_06	VA	0.31859617137648133	0.32315406	0.3290793
801	VA_06_27_HFNFVBBXY	0.2640795078088026	0.009160981961636184	81.0	VA_06	VA	0.25979945305378305	0.27256152	0.25432998
802	VA_06_28_HFGGJBBXY	0.3044083526682134	0.009862583510250881	39.0	VA_06	VA	0.3026435733819508	0.3099362	0.31677303
803	VA_06_29_HFNFVBBXY	0.2828232971372162	0.010164724258451982	168.0	VA_06	VA	0.27711941659070194	0.2976299	0.2611668
804	VA_06_30_HFNFVBBXY	0.2979214780600462	0.008360471889271899	29.0	VA_06	VA	0.29671832269826803	0.3012762	0.30720145
805	VA_06_31_HFNFVBBXY	0.26437323279924596	0.009639728503074098	72.0	VA_06	VA	0.26162260711030083	0.2734731	0.28851414
806	VA_06_33_HFNFVBBXY	0.2529550827423168	0.009271156911868113	79.0	VA_06	VA	0.2525068368277119	0.2588879	0.27985415
807	VA_06_36_HFNFVBBXY	0.26507177033492824	0.009616524930774098	104.0	VA_06	VA	0.26162260711030083	0.278031	0.25250682
808	VA_06_38_HFNFVBBXY	0.30673431734317347	0.009703381644652507	26.0	VA_06	VA	0.30628988149498637	0.3090246	0.31494987
809	VA_06_3_HFNFVBBXY	0.24860594795539037	0.009832578206261327	42.0	VA_06	VA	0.2479489516864175	0.25159526	0.26298997
810	VA_06_4_HFNFVBBXY	0.2839335180055401	0.009713818222339809	28.0	VA_06	VA	0.28213309024612576	0.2857794	0.29307202
811	VA_06_5_HFGGJBBXY	0.26540938362465505	0.009587652599588244	20.0	VA_06	VA	0.264813126709207	0.2661805	0.26298997
812	VA_06_6_HFNFVBBXY	0.23952095808383234	0.008297230347554654	23.0	VA_06	VA	0.23974475843208753	0.24247949	0.23701003
813	VA_13_03_HCLKFBBXY	0.27202472952086554	0.01055751224831783	253.0	VA_13	VA	0.26845943482224244	0.29990885	0.24065633
814	VA_13_04_HCLKFBBXY	0.2298409215578716	0.0109226256005911	371.0	VA_13	VA	0.2283500455788514	0.2739289	0.36007294
815	VA_13_05_HCLKFBBXY	0.24014909478168267	0.009722153018841034	316.0	VA_13	VA	0.23381950774840476	0.2702826	0.3495898
816	VA_13_06_HCLKFBBXY	0.22975119110640552	0.008836860385389295	305.0	VA_13	VA	0.22470373746581584	0.26481313	0.33682773
817	VA_13_07_HCLKFBBXY	0.3428074245939675	0.013341175680893595	470.0	VA_13	VA	0.31722880583409296	0.3732908	0.48359162
818	VA_13_08_HCLKFBBXY	0.2178899082568807	0.0094254797050163	450.0	VA_13	VA	0.21786690975387424	0.2812215	0.37830448
819	VA_13_09_HCLKFBBXY	0.23355430902600716	0.008759336704967261	233.0	VA_13	VA	0.23336371923427535	0.2611668	0.20875114
820	VA_13_11_HCLKFBBXY	0.23837837837837839	0.009482628742361866	344.0	VA_13	VA	0.23746581586144033	0.27575204	0.357794
821	VA_13_13_HCLKFBBXY	0.2390340068999507	0.010057175146966928	165.0	VA_13	VA	0.23746581586144033	0.2579763	0.22105743
822	VA_13_14_HCLKFBBXY	0.2424563260984648	0.009877851303802162	305.0	VA_13	VA	0.23564266180492255	0.278031	0.34776664
823	VA_13_15_HCLKFBBXY	0.22821576763485474	0.009830544229350067	266.0	VA_13	VA	0.21969006381039202	0.26754785	0.3217867
824	VA_13_16_HCLKFBBXY	0.2498693152117094	0.009940434297550243	281.0	VA_13	VA	0.24840474020054693	0.2812215	0.34594348
825	VA_13_18_HCLKFBBXY	0.2648870636550308	0.008819365982161343	246.0	VA_13	VA	0.25979945305378305	0.29216045	0.23518687
826	VA_13_19_HCLKFBBXY	0.25550435227854584	0.009161629554364297	241.0	VA_13	VA	0.24703737465815856	0.28532362	0.3372835
827	VA_13_20_HCLKFBBXY	0.2841726618705036	0.00962624995113638	248.0	VA_13	VA	0.27301731996353695	0.30583408	0.25205106
828	VA_13_21_HFGGJBBXY	0.22889518413597731	0.009450936382074017	429.0	VA_13	VA	0.23108477666362803	0.27939835	0.18413857
829	VA_13_23_HFGGJBBXY	0.20242914979757087	0.009019754839721155	465.0	VA_13	VA	0.20054694621695535	0.2584321	0.15952598
830	VA_13_25_HFGGJBBXY	0.21776814734561212	0.009935219862038089	348.0	VA_13	VA	0.21376481312670925	0.2588879	0.18322699
831	VA_13_26_HFH73BBXY	0.3106022896963664	0.009131889481831834	185.0	VA_13	VA	0.300820419325433	0.325433	0.28441203
832	VA_13_27_HFGGJBBXY	0.20716253443526167	0.009392062249515413	379.0	VA_13	VA	0.20054694621695535	0.25250682	0.34412032
833	VA_13_28_HFGGJBBXY	0.22176949941792778	0.010277327351529544	476.0	VA_13	VA	0.21422060164083867	0.27894258	0.17365542
834	VA_13_29_HFGGJBBXY	0.2599697122665321	0.011068611449057809	213.0	VA_13	VA	0.25524156791248864	0.28669098	0.23473108
835	VA_13_30_HFGGJBBXY	0.22378804960541154	0.00952162965945151	420.0	VA_13	VA	0.223792160437557	0.28030995	0.18094803
836	VA_13_31_HFGGJBBXY	0.22773722627737225	0.00930631201586624	139.0	VA_13	VA	0.22424794895168643	0.24658158	0.21330902
837	VA_13_32_HFGGJBBXY	0.22572038420490925	0.008613526793404816	320.0	VA_13	VA	0.22196900638103922	0.26025525	0.33865085
838	VA_13_33_HFGGJBBXY	0.24946695095948823	0.01009165280210031	318.0	VA_13	VA	0.24247948951686416	0.2857794	0.21330902
839	VA_13_34_HFGGJBBXY	0.2593292394898441	0.009325717069863541	77.0	VA_13	VA	0.25569735642661806	0.2620784	0.28532362
840	VA_13_35_HFGGJBBXY	0.25359801488833744	0.009838097879815764	179.0	VA_13	VA	0.25113947128532366	0.27119416	0.23290794
841	VA_13_36_HFGGJBBXY	0.23276776246023334	0.009739571806696788	308.0	VA_13	VA	0.223792160437557	0.27256152	0.340474
842	VA_16_31_HFH73BBXY	0.2925659472422062	0.010334467305560193	109.0	VA_16	VA	0.2853236098450319	0.30720145	0.32771194
843	VA_16_33_HFH73BBXY	0.2916463116756228	0.008669988424434142	147.0	VA_16	VA	0.280309936189608	0.30309936	0.33910665
844	VA_16_34_HFH73BBXY	0.2608272506082725	0.009076094067282166	139.0	VA_16	VA	0.2566089334548769	0.28030995	0.24430265
845	VA_16_35_HFH73BBXY	0.26279527559055116	0.009643621926626274	162.0	VA_16	VA	0.2588878760255242	0.27985415	0.24339107
846	VA_16_36_HFH73BBXY	0.27767354596622884	0.008878318037462916	62.0	VA_16	VA	0.2739288969917958	0.2812215	0.2980857
847	VA_16_37_HFH73BBXY	0.2724623603691112	0.008843967140160815	135.0	VA_16	VA	0.2657247037374658	0.28669098	0.3172288
848	VA_16_38_HFH73BBXY	0.23859315589353614	0.010030864729240562	90.0	VA_16	VA	0.2370100273473108	0.2461258	0.2698268
849	VA_16_39_HFH73BBXY	0.2717391304347826	0.010116674258600742	78.0	VA_16	VA	0.26618049225159524	0.2775752	0.2620784
850	VA_16_41_HFH73BBXY	0.28949814126394047	0.010575935761594905	42.0	VA_16	VA	0.28577939835916133	0.29307202	0.30309936
851	VA_16_42_HFH73BBXY	0.27325301204819274	0.010734261778566461	119.0	VA_16	VA	0.268003646308113	0.28350046	0.2584321
852	VA_16_43_HFH73BBXY	0.20331491712707184	0.010724358377844655	384.0	VA_16	VA	0.20419325432999091	0.26071104	0.34275296
853	VA_16_44_HFH73BBXY	0.2474674384949349	0.008252655174476046	121.0	VA_16	VA	0.24293527803099357	0.25979945	0.2889699
854	VA_16_45_HFH73BBXY	0.2608180201541197	0.010077544250056376	507.0	VA_16	VA	0.24703737465815856	0.31540564	0.20054695
855	VA_17_10_HFH73BBXY	0.25195694716242667	0.009187405637033508	150.0	VA_17	VA	0.2502278942570647	0.2698268	0.23473108
856	VA_17_11_HFH73BBXY	0.27967323402210476	0.00903286800322592	113.0	VA_17	VA	0.27757520510483136	0.2889699	0.31677303
857	VA_17_12_HFH73BBXY	0.2611374407582938	0.009129180761744831	84.0	VA_17	VA	0.25569735642661806	0.2698268	0.25113946
858	VA_17_13_HFH73BBXY	0.25335988053758085	0.00882873358194065	185.0	VA_17	VA	0.24658158614402914	0.26891524	0.31631723
859	VA_17_1_HFH73BBXY	0.27573001436093825	0.010258758446509529	105.0	VA_17	VA	0.2716499544211486	0.28441203	0.310392
860	VA_17_22_HFH73BBXY	0.2599611273080661	0.00943415886753697	136.0	VA_17	VA	0.2525068368277119	0.27256152	0.24384685
861	VA_17_23_HFH73BBXY	0.25071496663489035	0.009309277595178486	96.0	VA_17	VA	0.2502278942570647	0.26071104	0.23974475
862	VA_17_24_HFH73BBXY	0.24191919191919187	0.00951898795478176	214.0	VA_17	VA	0.24293527803099357	0.26526892	0.31586143
863	VA_17_25_HFH73BBXY	0.2966507177033493	0.009155139366371334	104.0	VA_17	VA	0.2912488605287147	0.30446672	0.3299909
864	VA_17_26_HFH73BBXY	0.2839622641509434	0.01030364037876155	74.0	VA_17	VA	0.2789425706472197	0.29443938	0.30811304
865	VA_17_27_HFH73BBXY	0.2680412371134021	0.010154026394739751	157.0	VA_17	VA	0.25979945305378305	0.2775752	0.24886052
866	VA_17_28_HFH73BBXY	0.3008890968647637	0.01084916314231733	57.0	VA_17	VA	0.2958067456700091	0.30674568	0.29307202
867	VA_17_29_HFH73BBXY	0.2658670664667666	0.009923948906113573	193.0	VA_17	VA	0.2584320875113947	0.28350046	0.33044666
868	VA_17_2_HFH73BBXY	0.275320970042796	0.008945094622682708	91.0	VA_17	VA	0.27119416590701917	0.28258887	0.26390156
869	VA_17_30_HFH73BBXY	0.27132530120481924	0.00987493486852735	119.0	VA_17	VA	0.2652689152233364	0.28395623	0.31084776
870	VA_17_32_HFH73BBXY	0.2464304600740349	0.01014574674479639	303.0	VA_17	VA	0.24384685505925252	0.2775752	0.35050136
871	VA_17_33_HFH73BBXY	0.2826392138511933	0.009623183476029976	57.0	VA_17	VA	0.2789425706472197	0.28669098	0.3012762
872	VA_17_34_HFH73BBXY	0.28657968313140725	0.010085675633136363	48.0	VA_17	VA	0.2830446672743847	0.2889699	0.28030995
873	VA_17_35_HFH73BBXY	0.2697213037316958	0.009669307186689088	77.0	VA_17	VA	0.2675478577939836	0.27484047	0.26025525
874	VA_17_36_HFH73BBXY	0.2752862595419847	0.009935780818486265	98.0	VA_17	VA	0.27073837739288975	0.2812215	0.30765724
875	VA_17_37_HFH73BBXY	0.2524177949709865	0.008782356931027246	126.0	VA_17	VA	0.2479489516864175	0.26526892	0.29535097
876	VA_17_38_HFH73BBXY	0.26074633915918755	0.00925314590776033	77.0	VA_17	VA	0.2566089334548769	0.26800364	0.25159526
877	VA_17_39_HFH73BBXY	0.24298621017593913	0.009090362031257593	91.0	VA_17	VA	0.24156791248860532	0.25341842	0.27438468
878	VA_17_3_HFH73BBXY	0.2527315914489311	0.009410839166257819	89.0	VA_17	VA	0.2497721057429353	0.26298997	0.28304467
879	VA_17_40_HFH73BBXY	0.26694915254237284	0.009365347348337948	70.0	VA_17	VA	0.26435733819507745	0.27666363	0.2584321
880	VA_17_41_HFH73BBXY	0.2641869337148307	0.010235871584067363	97.0	VA_17	VA	0.2588878760255242	0.27711943	0.25250682
881	VA_17_42_HFH73BBXY	0.24868483978957434	0.008781843581992299	103.0	VA_17	VA	0.2474931631722881	0.26071104	0.23701003
882	VA_17_43_HFH73BBXY	0.26530612244897955	0.010065399198672269	38.0	VA_17	VA	0.26390154968094803	0.27119416	0.278031
883	VA_17_44_HFH73BBXY	0.2556032427277063	0.009244752980834424	97.0	VA_17	VA	0.2547857793983591	0.26526892	0.24430265
884	VA_17_45_HFH73BBXY	0.30285982184716365	0.009169322634235809	61.0	VA_17	VA	0.29945305378304465	0.30720145	0.32224247
885	VA_17_4_HFH73BBXY	0.3070382616910723	0.010661661774148467	77.0	VA_17	VA	0.30173199635369186	0.31403828	0.33135825
886	VA_17_51_HFH73BBXY	0.3256137100509495	0.010384703972332179	35.0	VA_17	VA	0.3240656335460347	0.32771194	0.3204193
887	VA_17_52_HFH73BBXY	0.2955182072829131	0.009542879859918668	52.0	VA_17	VA	0.29079307201458526	0.30036464	0.28851414
888	VA_17_53_HFH73BBXY	0.28671655753040226	0.009784607563641759	56.0	VA_17	VA	0.2835004557885141	0.29079306	0.30492252
889	VA_17_54_HFH73BBXY	0.26370370370370366	0.009843171005177991	169.0	VA_17	VA	0.25797629899726526	0.2812215	0.24339107
890	VA_17_55_HFH73BBXY	0.28803339517625237	0.00841460150720825	38.0	VA_17	VA	0.2871467639015497	0.29307202	0.30036464
891	VA_17_5_HFH73BBXY	0.2699507389162562	0.010167939651543743	164.0	VA_17	VA	0.264813126709207	0.28851414	0.32452142
892	VA_17_63_HFH73BBXY	0.28139754485363555	0.01053554527764936	76.0	VA_17	VA	0.27711941659070194	0.29398358	0.30628988
893	VA_17_6_HFH73BBXY	0.2598158022297625	0.009760784555131349	131.0	VA_17	VA	0.2538742023701003	0.26800364	0.24430265
894	VA_17_77_HFH73BBXY	0.2834683182467842	0.01035674307492993	95.0	VA_17	VA	0.27985414767547856	0.29079306	0.27119416
895	VA_17_78_HFH73BBXY	0.2774317201724964	0.0094988977361489	107.0	VA_17	VA	0.27484047402005474	0.28805834	0.26390156
